web-scraper-order,web-scraper-start-url,restaurant_link,restaurant_link-href,next_page,review,rating
"1666668975-4113","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Excellent food, price and service.

Try taking several dishes and share with everyone at your table! You won't regret it.","5 star rating"
"1666668975-4114","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Terrific place for a dinner, lunch with friends or gourmet hang out. Try sizzling dishes or one of the traditional plates - you will not be disappointed","5 star rating"
"1666668975-4115","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","This place is a double black diamond on the restaurant difficultly list. You have to know what the hell you are doing or you will fail and choose the ""trap"" items. Make sure you study reviews ahead of time to know what to order. Another option is to creep on the people who are eating while walking to your table and hope you can figure out what they have. I'm pretty sure there's a secret menu if you can speak Chinese.

The black bean clams were legit. I can't remember what else we got, but the noodles were fresh and we enjoyed most things, but were increasingly jealous as we saw amazing options walking past us. This place is kind of a neat mash-up of authentic chinese and westernized chinese take out.","4 star rating"
"1666668975-4116","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","So it all started at the University of Montreal.. Babu pissed me off and I decided to ignore him.. Safat tried to make me feel better so we came to a Chinese spot to eat at China Town.. as we read the annoying menu .. Taimoor and Farhan walked out and that resulted me getting extra annoyed because I was too lazy to walk out and now I had to sit next to this annoying Ass*.. I wanted to walk out twice after but safat stopped me as the server wasn't polite at all .. Obviously the food I got was crap .. they gave me lo Mein even though I wanted a cho Mein .. Never coming back !!!","1 star rating"
"1666668975-4117","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Flying in late and looking to grab some food I headed down to restaurant Beijing thanks to reviews from fellow Yelpers.  I wasn't disappointed and not just because I hadn't eaten all day.  A pleasant surprise to grab dinner at 1am and find it fresh and very tasty.  I ordered Kung Pao chicken xtra spicy and the only let down was lack of spice.  I have to say that the flavor was very good and tasted fresher than some restaurants during prime time.  I also really appreciated all the veggies in the dish too.  Baby corn, peas, celery, mushrooms and much more!","4 star rating"
"1666668975-4118","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I think this might be the very best Chinese restaurant in Montreal. Everything is first rate. Service, taste and attitude is all in sync. Love this place!","5 star rating"
"1666668975-4119","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","At 10:30pm on a chilly evening, I wanted steaming hot Asian food. I ordered a wonton noodle soup and it was exactly what I wanted- flavorful, savory broth, noodles, and wontons. Service was very attentive, one of the best servers we've had during our time in Montreal! This place hit the spot.","4 star rating"
"1666668975-4120","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Montreal, Canada ...
Always amazing. I've been here wayyyyy over 30 times as I live (pt) lived (complicated )  in Montreal all my life. Found this place a few years ago. I asked a cop in Chinatown where is the best Chinese food- he strongly recommended Bejing - he was right,  it's the best place I have ever eaten Chinese food!!   When I'm in Montreal, or- when I get back, Bejing is in my top 10 most missed restaurants in Montreal!  Sadly I have not yet found anything comparable in Calgary...Ask for King George to (serve) help you- he's my ultimate favorite server!  I don't even have to order anymore he just knows exactly what I want!!  Enjoy everyone!!!","5 star rating"
"1666668975-4121","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Great place for a good Chinese food fix. It's pretty much exactly what you'd expect from a decent Chinese restaurant. I recommend the fried tofu. It's crispy and delicious. I'd visit again. Definitely!","4 star rating"
"1666668975-4122","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","As a San Francisco bay area resident, I thought it would be interesting to try Asian cuisine in Montreal's Chinatown District. Beijing came up as a highly YELP rated place. And, so we gave them a shot. 
Typical, super noisy, large open room, that has too many tables and chairs packed into it. We ordered the Chicken Soo Guy. The server described Soo Guy as a 'special Asian sauce"" . . .UH, your typical sweet and sour sauce is not what I would call ""special"". . . sorry, didn't like it one bit. The spicy beef had a bit of flavor, but that was only because we asked for it to come out ""SUPER"" spicy. . . What's it like in the normal preparation?  All in all, I was not impressed with this place, and would not return.","2 star rating"
"1666668975-4123","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","The service was indifferent, almost annoyed we were there. Had to ask for attention and service despite few occupied tables. 
Beef was good, but the veggie hot pot was bland.  
Asked for chili oil and the waiter pointed to the generic red sauce that looked like ketchup.  
As a parting shot, they included the tip in the charge even though we were only a party of 3. 
It's Montreal, there's so many better options even just down the block in Chinatown.   Skip this one.","2 star rating"
"1666668975-4124","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Well worth a visit.  The table staff are friendly and efficient.  Most dishes are made in-house.  Their spring rolls are lovely.  The restaurant is small and there are efficient staff. Therefore the food is served hot.  I will return!","4 star rating"
"1666668975-4125","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Beijin is where i would go to when finishing up a night out clubbing or after a few (quite a few) drinks at a bar. The food is ok but i do enjoy their shrimp won tons with egg noodles. The service is good as well considering the many times we would show up a little drunk, happy and a little loud lol!","3 star rating"
"1666668975-4126","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","This place gets two stars because I feel extremely ripped off after my experience. The food was mediocre. we had the beef and broccoli, pork fried rice, and chicken and black bean sauce with peppers. As a side, I got the snow pea leaves / Chinese mushroom vegetable dish. The waiter told us that it was seasonal. When the final bill came we were shocked that the vegetables alone were $27. You would think that when something's in season it's not exorbitantly expensive, however this place doesn't play by these rules. Don't go out of your way to eat here","2 star rating"
"1666668975-4127","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Legit and fresh Chinese food. 

I come from Vancouver where we have a very very large Chinese population, so I compare my experiences from Asian restaurants there.

Great food and good service for an Asian restaurant. There's a difference in service by cultural standards, so most western people don't understand that their food may come out at different times and to share their plates family style. 

We had some wonton soup, egg rolls, chow mein, a beef dish and the boneless crispy fried chicken. 

The wonton broth was SO light and delicious, no scum or floaties, talk about quality, and the wontons were nice and light. 

Egg Roll was properly fried and not greasy.  Same with the chicken.

The other dishes came with nice fresh vegetables and were great portions, exactly what I would expect. 

Left extremely satisfied with leftovers for the next day. Will be back for sure!","5 star rating"
"1666668975-4128","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Our long time friend suggested that we meet her for dinner at Restaurant Beijing...she had arrived early and secured a table for four which is great because by the time we got there the place was packed with a line up inside the door. 

I had reviewed the Yelp reviews and knew that we should order the szechuan eggplant, clams in black bean sauce, salt & pepper crispy calamari, we added baby bokchoy, seafood fried rice, lobster with ginger and scallion, singapore vermicelli and started with a vegetarian hot & sour soup. We washed the above average food down with Tsing Tao. The food was hot, tasty and they made sure that no peanuts were present for our one diner who was allergic. 

Of course we ordered far too much food but that was intentional so that the student at our table had leftovers. For me Chinese food is a simple combination of freshness, look and taste. Crispy should be crispy - it was, green should be green - very, and it should all be tasty - not just salty - check!

This is not fancy schmancy nouvelle cuisine chinoise - it is good, tasty chinese food at a reasonable price.","4 star rating"
"1666668975-4129","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","We went here because a couple of locals highly recommended it. It was ok. The Kung Pao chicken was rather spicy. Also ordered the shrimp with snow pea leaves. Both dishes were oily. It's in Chinatown so customer service is non-existence. Eat and get out!","3 star rating"
"1666668975-4130","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Expectations: Good food at a good price.

First of all, some background on Chinese food. The north is known for bread products (buns, noodles) while the south is known for spices (Szechwan being the most well known).

This place met this requirement wonderfully. I ordered the namesake signature dish, Beijing noodle soup. The food was juicy, bland and artfully done, with a balance between home food and restaurant quality.","4 star rating"
"1666668975-4131","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Not a good restaurant. 不怎么样，特差。A very underwhelming experience, rude staff, and an uncomfortable environment.","1 star rating"
"1666668975-4132","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","We were wandering through Montreal's Chinatown just after the lunch rush on New Years Eve, 2018.  Came across this place with mixed reviews and decided to give it a try.  We ordered the orange beef and vegetarian hot pot.  It's a no frills place, and we were one of only three tables occupied at that time.  But the food was really good, service was fast, and we left there satisfied.  Of particular note was the batter on the orange beef - it was so light and crispy.  Much better than the average Chinese takeout.  Give this place a try.","4 star rating"
"1666668975-4133","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Seafood and tofu soup was very tasty although ingredients were at the ""cheap end"" of the spectrum.
Chinese broccoli and Chinese mushrooms was a perfectly prepared dish and the broccoli was small and tender. My Chinese guests raved about this.
Singapore noodles were well prepared and had just the right amount of curry.
Schezuan shrimp was bland and tasteless. It wasn't spicy and the shrimp were tasteless, they had obviously used frozen cooked shrimp.
Looking around you clearly have to choose your dishes carefully at this restaurant.
Some looked great some looked like American Chinese take-away.","3 star rating"
"1666668975-4134","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Very crowded, but my wife and I loved the food when we visited Montreal. We were walk-ins, and there were no free tables and nowhere to sit and wait, but the host gave us a number and a time at which to come back, so we got to wander around Chinatown for a while before our meal. It was nice to have a set time as opposed to being at the beck and call of a buzzer system. When we returned (10 minutes early), we were immediately seated. We ended up ordering a dinner for two, which included some delicious won ton soup, the best egg rolls I've ever had (very different than the standard cooked-from-frozen), and three entrees. It's been a couple months since we were there, but I specifically remember the honey garlic short ribs being amazing. 

The meal wasn't too expensive, and for what we paid we ended up with far more food than what we could finish at the table. Definitely a good value.

I'm hoping to make a return visit here next time I'm in Montreal.","4 star rating"
"1666668975-4135","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I always go to this place when I'm in Montreal! Very good dishes (My favourite is the fried rice.), very reasonably priced and good service. I even like their tea! Oh, and very large portion too! 
This place is open till very late, but usually very busy, so it might be good to order TO GO. We can even order in the phone too. 
Lastly, it's just 2 minute walk from Place-des-Arts metro station","5 star rating"
"1666668975-4136","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I was looking for a place that would take credit cards and I came across this place.  I ordered their beef stew noodle soup and it was nothing like the normal beef noodle soup you get at chinese restaurants.  It wasn't that bad, but it wasn't that great either.  It wasn't that flavorful. 

However, it was cheap ($7.10 canadian) for the noodle soup.

But what I really dislike was that the staff was rude.  The woman who took my order was impatient and was annoyed at anything I said.  So I never want to go back!","2 star rating"
"1666668975-4137","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","My go-to spot for late night Chinese food every single time I'm in Montreal, hands down.","5 star rating"
"1666668975-4138","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","So we ended up in Montreal Chinatown from Old Town cos the restaurants there felt too much like tourist traps and the restaurant we really wanted to try was booked solid.

It was late and there were a few restaurants still opened.  The streets were very quiet.  We went into the restaurant next door to Beijing Restaurant Inc but RAN OUT as soon as we saw their LUMINOUS sweet and sour chicken!  You probably could use it to illuminate your way out of a coal mine with that!!!!!!!  Was not too keen on Beijing Restaurant cos I am not a fan of northern chinese food (think thick doughy chewy dumplings!)- but then I was tired and hungry and I really did not want to walk around looking for food.  So it was off to Beijing next door.

Think the restaurant was named ""Beijing"" to sound Chinese but the food is more cantonese hong kong type cooking - nothing to do with northern chinese cooking or Beijing for that matter.  The owner spoke cantonese too.  So it was a good thing we walked in.

The food was excellent.  The portions were also huge so you are better off ordering just one dish per person for 2 or even share 2 dishes amongst 3.  Plenty!  The beef dish was tender and had that cooked over a high flame taste.  Yummy.  The fried shashimo with salt and peppers was delicious!  The congee was smooth and comforting as well.  Yum!  The free dessert of cut orange slices was a good end to a terrific meal.

The decor is simple but the place gets kinda crowded and you may be asked to share one of the bigger tables.  Was there late at round midnight and they were still doing a brisk business.  Great tip - they are opened till 3 am!  It seems like a lot of people come in for late night supper takeaways too.

Quality is excellent quality and the prices are reasonable for the quantity as well.","4 star rating"
"1666668975-4139","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I have been to this place a few times over the past few years. I love the food here and considering the demand prices are still good. Chinatown is packed with of course great options to eat out but this restaurant has earned its reputation of being one of the best ones in the town so you can see by the line up outside. Anyway I always come here for their beef tranch fries... Its not really listed in the menu, but you can always ask the waiter for salt and pepper beef with no sauce, or even customize any dish. Really. They have a potluck service going on so everyone is always helping your table not matter what and you wont feel left behind at all. I loved how my particular who made a point on smiling and nodding everytime he passed and asked if everything was okay, making sure he was attentive. And this happens consistently everytime I come here, any given time. 

The food itself is great! As a regular I always get the beef that I was talking about the corn chicken creamy soup and 2 sides that I always change around. One of my fav here is the cantonese fried chowmein. Its crispy with enough chicken around. 

Overall its great here to come check out after your done sight seeing chinatown or down walk from st laurent street :)","4 star rating"
"1666668975-4140","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I did not enjoy my meal but my son loved the extra large, fresh vegetarian egg rolls which says a lot because he's an extremely picky eater.","3 star rating"
"1666668975-4141","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Typical Chinatown atmosphere. Excellent and friendly service. Reliable food. A family favourite. Willing to adapt the menu if you have dietary issues. Our favourites: General Tao, chicken chow mein, orange chicken, Beef Chow Ho, stir fried snow pea leaves, vegetarian hot and sour soup.. Large portions. Great value.","5 star rating"
"1666668975-4142","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I didn't like  the noodles, the texture of the noodles was not good, Hot and sour soup was good. I really like the house special fried rice. 
they didn't have the Chinese spicy sauce thing what we all know. instead of that, they had different homemade spicy source which I don't like.
Price was bit expensive.. The bill was 70$ for two ppl.(two small appetizer, fried rice, chicken and noodle)
And they give us can of coca cola which was opened and straw in it. The taste was not like coca cola, so i assumed that they put other coke in the old coca cola can.
I didn't enjoy it.. even though i was so hungry, I couldn't finish the foods.","1 star rating"
"1666668975-4143","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I work near to this place and have been going for a few years on and off. 

It's good for groups and their lunch special is very affordable! Tasty food too!

If you go around lunch time try to go before 1145 at which time it gets a bit busier!","4 star rating"
"1666668975-4144","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I have been a customer here for over 25 years. Yes, my whole life. Used to come here every week with Chinese relatives who ordered off of the Chinese menu. 

The dishes to try from the regular menu are #22 eggplant and the salt and spicy fried squid, Cantonese chow mein...
The soups are all good. Especially the Chinese pear one which isn't on the regular menu.","5 star rating"
"1666668975-4145","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","We went there as it was close to our hotel and because it was recommended by the hotel concierge.  Well, if you are looking for a food to be ready in 2 minutes, a soupe that tastes like a dirty Socks or dishes that have all the same taste, i.e . No taste. Go to Beijing. Wish I could visit the behind door kitchen when they can get your order ready among a list of more than 200 dishes in the menu, in 2 min. Total disappointment.","1 star rating"
"1666668975-4146","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Don't order the lunch special.  I like chicken in my Kung PO chicken.  Also expect peanuts.  This version had neither, and looked like it had been cooked yesterday.","2 star rating"
"1666668975-4147","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Liked this resto for black bean clams using real black beans. But last time we ordered it, the sauce was almost hoisin and soy sauce. Really bad. Not to mention clams were so much overcooked and not hot unlike before. The possibility that the dish was reheated leftover makes me feel awful. Also waiter didn't do anything but saying, ""there are 3-4 cooks always in the kitchen."" Hmm what does it have to do with overcooked hoisin clams..? Disappointing service.","1 star rating"
"1666668975-4148","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","I expected too much. The service was good. but the food was bit disappointed. eeg roll was really good but asparagus crab meat soup and sweet and sour chicken were not what I expected. they used canned asparagus and artificial crab meat.","3 star rating"
"1666668975-4149","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","After years of hearing about this place, I finally decided to go with my wife and parents for dinner and we were not disappointed.

We showed up around 6:30pm, the restaurant was already pretty full. We were asked if we had reservations, we said we did not and the guy walked over to a table with a reserved sign on it and seated us. We were brought Chinese tea with our menus. The tea was surprisingly good. I find the tea served in most Chinese restaurants to be flavorless and glorified pale colored water, however this tea was full of flavor and was a welcome change.

Once seated, we begin to look over their menu. There is plenty to choose from and there is something for everyone's taste and their menu has one of the largest selection of vegetarian options available that I have ever seen and was more than just something and tofu as you find in most places. We spent a few minutes picking our dishes and the waiter came over, confirmed everything with me about what I had written.

My wife ordered a wonton soup, but it was enough for the both of us. My parents ordered a small Hot & Sour soup, that was more than enough for the both of them. Our main course consisted of General Tao Chicken, Shrimp Chop Suey, Seafood Fried Rice, Beef Chow Ho, and my father got a bowl of steamed rice.

My mother was worried we didn't order enough, but than again she's always worried there will not be enough food. However, there was more than enough to go around and at the end of the meal, it was more gluttony that was making me pick at the plates, than anything else.

My favorite dish was the Beef Chow Ho, it had a beautiful smoky taste to it, that was absolutely divine. The Seafood Fried rice was made up of small scallops, shrimp, and what seemed to be mock crab. The General Tao was good, but it could have been a little spicier for my taste, but it was nicely cooked and not soft and mushy like I have had at other places.

All in all, for the four of us, with 4 Tsingtao beers, with tax and tip it came to just under 90$. If we hadn't had the beers, the price would have been a lot more reasonable, because the beers alone were 23$. The service was quick and the food was great. All in all, I look forward to my next visit to try some of the dishes I saw at other tables while I was walking out.","4 star rating"
"1666668975-4150","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Horrible food. Worst Chinese food I have tasted in quite a while. Rude service. Only bright side was that the guys at front desk at friendly.","1 star rating"
"1666668975-4151","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Delicious food. Had the Cantonese chow mein  and general tao tofu. 

The service was good. We came with a large group and requested separate bills so ordering was somewhat confusing as we had to write our orders ourselves. Even with the waiter (who had the patience of a saint) double checking there was still some mix ups. They were very accommodating and helpful to fix the issues. 

We will definitely be returning.","4 star rating"
"1666668975-4152","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Always very consistent Chinese food. A great variety of choices and all very good. I had the ginger lobster stir fried and it was good!  Had a very nice waiter and enjoyed my lunch very much. Moderately priced and a good bet when friends arrive from out of town. Great for groups.","4 star rating"
"1666668975-4153","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","We arrived pretty late to the city of Montreal after a long drive from the States. This was the only place that was open in the vicinity of our hotel. When we arrived the ordering sheet and menus were kind of tossed at us and we were left to write down our orders. When the food did come out, it was pretty great, not too oily as some Chinese food can be. I got the beef noodle soup and some General Tso's chicken. They were excellent.","4 star rating"
"1666668975-4154","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","The food is really tasty. And it's a good restaurant for those people who finish work late. I'm looking forward for my next visit.","4 star rating"
"1666668975-4155","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Buddah chow mein for the win! So crunchy and yummy and the mushrooms on top are to die for; I could probably eat this dish every single day and not be tired of it. The sweet and sour scallops are also great as were the prawns nearly the size of my head. Service is efficient, friendly and they have the system down. The only sad part was that they were out of oysters that night and that's why I was told to go; cause no one does them like they do...so I will be back!","4 star rating"
"1666668975-4156","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Very good service, nice eggplant, and chicken with wrap and hoisin sauce was very tasty. Generous servings as well. Only thing is the limited choice for the duck dishes but will try their crispy duck the next time.","4 star rating"
"1666668975-4157","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","It ain't pretty, but its very good. Shrimp with Black Bean is fierce. Hunan Dumplings with peanut sauce is to die for.","3 star rating"
"1666668975-4158","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Excellent place!!! Had the most authentic Hot and Sour soup, and the better cooked Chow Main. I would definitely recommend it!!!","4 star rating"
"1666668975-4159","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Referred to Yelp for a quick meal after a long trip into Montreal, that was close to the hotel.  Restaurant Beijing was literally around the corner.  

There were six of us and we ended up ordering something different each and then just eating family style-like.  

Everything was good and I was most impressed with the fried dishes as they were not deep friend and heavy, but lightly pan friend and you could taste the chicken/shrimp.  

Of course it is typical ""Western"" Chinese and what one would expect to find in the States at non authentic restaurants.  Service was very good, especially when one of our friends got sick and had to head back to the hotel (not from the food!!).  Prices were on the low side especially for the amount of food served.  

Down the block from the Place d'Armes metro station.","4 star rating"
"1666668975-4160","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Been going for years and unfortunately been going down hill rapidly.

The food is passable, service borders on rude but what has put the final nail in the coffin is the filth of the place!

The carpets and seat covers are horrifically stained that is just plain disgusting. The bathroom is beyond reasonable standards if hygiene.

This makes me believe if the owners can't be bothered to clean up the place, I should take my business to the many other local restaurants.

There is plenty of choice in the area for Chinese food, don't waste your dollars in this place.","1 star rating"
"1666668975-4161","https://www.yelp.ca/search?find_desc=thai+food&find_loc=Montreal%2C+QC&start=90","Restaurant Beijing","https://www.yelp.ca/biz/restaurant-beijing-montr%C3%A9al-2?osq=thai+food","","Discovered this place accidently when road tripping with my friends.  Been back every chance I get when I'm in the area.  I live in New Jersey but every time I go to Montreal.  This is a must stop place.  Every dish on menu is amazing.  Especially my favorite dish.  Black Bean clams","5 star rating"
